CTLabel,BoroCode,BoroName,CT2020,BoroCT2020,CDEligibil,NTAName,NTA2020,CDTA2020,CDTANAME,GEOID,PUMA,Shape_Leng,Shape_Area
"353","4",Queens,"035300","4035300",,East Elmhurst,QN0302,QN03,QN03 Jackson Heights-East Elmhurst (CD 3 Approximation),"36081035300","4403",6205.73003883000,1670746.11794000003
"358","4",Queens,"035800","4035800",,Laurelton,QN1305,QN13,QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation),"36081035800","4413",9912.32674546000,5641713.92695000023
"363","4",Queens,"036300","4036300",,East Elmhurst,QN0302,QN03,QN03 Jackson Heights-East Elmhurst (CD 3 Approximation),"36081036300","4403",5217.34984949000,1449334.82143000001
"366","4",Queens,"036600","4036600",,St. Albans,QN1205,QN12,QN12 Jamaica-St. Albans-Hollis (CD 12 Approximation),"36081036600","4412",11239.19892170000,3986950.25954000000
"367","4",Queens,"036700","4036700",,East Elmhurst,QN0302,QN03,QN03 Jackson Heights-East Elmhurst (CD 3 Approximation),"36081036700","4403",6264.95979185000,2109206.62118999986
"373","4",Queens,"037300","4037300",,East Elmhurst,QN0302,QN03,QN03 Jackson Heights-East Elmhurst (CD 3 Approximation),"36081037300","4403",7365.48959335000,2553731.07721999986
"375.02","4",Queens,"037502","4037502",,North Corona,QN0303,QN03,QN03 Jackson Heights-East Elmhurst (CD 3 Approximation),"36081037502","4403",6912.02001980000,1077902.41103000008
"376","4",Queens,"037600","4037600",,St. Albans,QN1205,QN12,QN12 Jamaica-St. Albans-Hollis (CD 12 Approximation),"36081037600","4412",16793.62055230000,8281319.76707000099
"377","4",Queens,"037700","4037700",,North Corona,QN0303,QN03,QN03 Jackson Heights-East Elmhurst (CD 3 Approximation),"36081037700","4403",5048.00394498000,1580389.31438999996
"383.01","4",Queens,"038301","4038301",,Flushing-Willets Point,QN0707,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),"36081038301","4407",10197.06469360000,6410554.23273000028
"399.01","4",Queens,"039901","4039901",,Corona,QN0402,QN04,QN04 Elmhurst-Corona (CD 4 Approximation),"36081039901","4404",4258.29430072000,1135029.47906000004
"399.02","4",Queens,"039902","4039902",,North Corona,QN0303,QN03,QN03 Jackson Heights-East Elmhurst (CD 3 Approximation),"36081039902","4403",3369.44416449000,681525.46424400003
"401.01","4",Queens,"040101","4040101",,Corona,QN0402,QN04,QN04 Elmhurst-Corona (CD 4 Approximation),"36081040101","4404",3882.03994194000,931363.87539299997
"407.01","4",Queens,"040701","4040701",,Corona,QN0402,QN04,QN04 Elmhurst-Corona (CD 4 Approximation),"36081040701","4404",4203.60920598000,758360.63549100002
"409.01","4",Queens,"040901","4040901",,Corona,QN0402,QN04,QN04 Elmhurst-Corona (CD 4 Approximation),"36081040901","4404",4565.38654050000,762702.10123300005
"409.02","4",Queens,"040902","4040902",,North Corona,QN0303,QN03,QN03 Jackson Heights-East Elmhurst (CD 3 Approximation),"36081040902","4403",4496.41279820000,878530.48602900002
"413","4",Queens,"041300","4041300",,Corona,QN0402,QN04,QN04 Elmhurst-Corona (CD 4 Approximation),"36081041300","4404",5605.05191964000,1709061.34181999997
"415","4",Queens,"041500","4041500",,Corona,QN0402,QN04,QN04 Elmhurst-Corona (CD 4 Approximation),"36081041500","4404",5633.03387384000,1866262.23851000005
"427","4",Queens,"042700","4042700",,Corona,QN0402,QN04,QN04 Elmhurst-Corona (CD 4 Approximation),"36081042700","4404",6817.94286268000,1838967.62241999991
"437.01","4",Queens,"043701","4043701",,Corona,QN0402,QN04,QN04 Elmhurst-Corona (CD 4 Approximation),"36081043701","4404",5649.19276684000,1578002.25454000011
"437.02","4",Queens,"043702","4043702",,Corona,QN0402,QN04,QN04 Elmhurst-Corona (CD 4 Approximation),"36081043702","4404",5790.90574082000,1886326.40687000006
"443.01","4",Queens,"044301","4044301",,Corona,QN0402,QN04,QN04 Elmhurst-Corona (CD 4 Approximation),"36081044301","4404",5794.71161738000,1437697.82444000011
"459","4",Queens,"045900","4045900",,Elmhurst,QN0401,QN04,QN04 Elmhurst-Corona (CD 4 Approximation),"36081045900","4404",5413.88709006000,1473337.18213999993
"461","4",Queens,"046100","4046100",,Elmhurst,QN0401,QN04,QN04 Elmhurst-Corona (CD 4 Approximation),"36081046100","4404",5429.07171507000,1226622.50539999991
"465","4",Queens,"046500","4046500",,Elmhurst,QN0401,QN04,QN04 Elmhurst-Corona (CD 4 Approximation),"36081046500","4404",4914.47498459000,1396723.11332000000
"469.01","4",Queens,"046901","4046901",,Elmhurst,QN0401,QN04,QN04 Elmhurst-Corona (CD 4 Approximation),"36081046901","4404",4189.06857296000,803853.20006900001
"469.02","4",Queens,"046902","4046902",,Elmhurst,QN0401,QN04,QN04 Elmhurst-Corona (CD 4 Approximation),"36081046902","4404",4120.04374856000,825704.39457600005
"473","4",Queens,"047300","4047300",,Elmhurst,QN0401,QN04,QN04 Elmhurst-Corona (CD 4 Approximation),"36081047300","4404",7228.94640036000,2136377.20740999980
"539.01","4",Queens,"053901","4053901",,Ridgewood,QN0502,QN05,QN05 Ridgewood-Maspeth-Middle Village (CD 5 Approximation),"36081053901","4405",10954.46128900000,4743330.72974999994
"539.02","4",Queens,"053902","4053902",,Ridgewood,QN0502,QN05,QN05 Ridgewood-Maspeth-Middle Village (CD 5 Approximation),"36081053902","4405",5231.41501737000,1782429.05912999995
"549","4",Queens,"054900","4054900",,Ridgewood,QN0502,QN05,QN05 Ridgewood-Maspeth-Middle Village (CD 5 Approximation),"36081054900","4405",6164.83999693000,1767827.28805999993
"553","4",Queens,"055300","4055300",,Ridgewood,QN0502,QN05,QN05 Ridgewood-Maspeth-Middle Village (CD 5 Approximation),"36081055300","4405",5786.25740085000,1475828.63589000003
"555","4",Queens,"055500","4055500",,Ridgewood,QN0502,QN05,QN05 Ridgewood-Maspeth-Middle Village (CD 5 Approximation),"36081055500","4405",6355.66245280000,1654116.30689999997
"557","4",Queens,"055700","4055700",,Ridgewood,QN0502,QN05,QN05 Ridgewood-Maspeth-Middle Village (CD 5 Approximation),"36081055700","4405",7938.37014138000,2577353.55578000005
"559","4",Queens,"055900","4055900",,Ridgewood,QN0502,QN05,QN05 Ridgewood-Maspeth-Middle Village (CD 5 Approximation),"36081055900","4405",5554.32795303000,1747160.51775000012
"561","4",Queens,"056100","4056100",,Highland Park-Cypress Hills Cemeteries (North),QN0574,QN05,QN05 Ridgewood-Maspeth-Middle Village (CD 5 Approximation),"36081056100","4405",33067.82732850001,31227050.06940000132
"587","4",Queens,"058700","4058700",,Ridgewood,QN0502,QN05,QN05 Ridgewood-Maspeth-Middle Village (CD 5 Approximation),"36081058700","4405",5093.74821868000,1549455.35177000007
"589","4",Queens,"058900","4058900",,Ridgewood,QN0502,QN05,QN05 Ridgewood-Maspeth-Middle Village (CD 5 Approximation),"36081058900","4405",5626.45011681000,1780244.68861999991
"591","4",Queens,"059100","4059100",,Ridgewood,QN0502,QN05,QN05 Ridgewood-Maspeth-Middle Village (CD 5 Approximation),"36081059100","4405",6258.85043539000,2174921.34624999994
"619","4",Queens,"061900","4061900",,Middle Village,QN0504,QN05,QN05 Ridgewood-Maspeth-Middle Village (CD 5 Approximation),"36081061900","4405",8871.38903836000,2553641.97032999992
"626","4",Queens,"062600","4062600",,Laurelton,QN1305,QN13,QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation),"36081062600","4413",9219.36487304000,4651585.20208000019
"633.01","4",Queens,"063301","4063301",,Glendale,QN0503,QN05,QN05 Ridgewood-Maspeth-Middle Village (CD 5 Approximation),"36081063301","4405",5604.76552532000,1452391.11387000000
"641.01","4",Queens,"064101","4064101",,Woodhaven,QN0905,QN09,QN09 Kew Gardens-Richmond Hill-Woodhaven (CD 9 Approximation),"36081064101","4409",4285.78492642000,888496.15466100001
"645","4",Queens,"064500","4064500",,Forest Hills,QN0602,QN06,QN06 Forest Hills-Rego Park (CD 6 Approximation),"36081064500","4406",9664.89541048000,3401293.43559999997
"683","4",Queens,"068300","4068300",,Elmhurst,QN0401,QN04,QN04 Elmhurst-Corona (CD 4 Approximation),"36081068300","4404",6866.76250858000,2632326.65522000007
"745","4",Queens,"074500","4074500",,Forest Hills,QN0602,QN06,QN06 Forest Hills-Rego Park (CD 6 Approximation),"36081074500","4406",6510.54556494000,1878207.94595000008
"747","4",Queens,"074700","4074700",,Forest Hills,QN0602,QN06,QN06 Forest Hills-Rego Park (CD 6 Approximation),"36081074700","4406",9969.73173447000,3175255.14166999981
"757.01","4",Queens,"075701","4075701",,Forest Hills,QN0602,QN06,QN06 Forest Hills-Rego Park (CD 6 Approximation),"36081075701","4406",7993.20301792000,2126567.85716000013
"757.02","4",Queens,"075702","4075702",,Forest Hills,QN0602,QN06,QN06 Forest Hills-Rego Park (CD 6 Approximation),"36081075702","4406",8925.15998248000,3781074.75791000016
"779.02","4",Queens,"077902","4077902",,Kew Gardens Hills,QN0801,QN08,QN08 Fresh Meadows-Hillcrest-Briarwood (CD 8 Approximation),"36081077902","4408",10897.24453360000,6023219.05652000010
"779.03","4",Queens,"077903","4077903",,Kew Gardens Hills,QN0801,QN08,QN08 Fresh Meadows-Hillcrest-Briarwood (CD 8 Approximation),"36081077903","4408",7180.45908955000,2829805.69849999994
"779.04","4",Queens,"077904","4077904",,Kew Gardens Hills,QN0801,QN08,QN08 Fresh Meadows-Hillcrest-Briarwood (CD 8 Approximation),"36081077904","4408",8365.32280941000,4162642.57229000004
"779.08","4",Queens,"077908","4077908",,Kew Gardens Hills,QN0801,QN08,QN08 Fresh Meadows-Hillcrest-Briarwood (CD 8 Approximation),"36081077908","4408",6079.43042978000,2156618.58095999993
"793","4",Queens,"079300","4079300",,Mount Hebron & Cedar Grove Cemeteries,QN0871,QN08,QN08 Fresh Meadows-Hillcrest-Briarwood (CD 8 Approximation),"36081079300","4408",15876.25797940000,9208957.99733999930
"797.02","4",Queens,"079702","4079702",,Flushing-Willets Point,QN0707,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),"36081079702","4407",8426.37009167000,3075801.50351000018
"803.01","4",Queens,"080301","4080301",,Queensboro Hill,QN0706,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),"36081080301","4407",10724.16010510000,3400298.64369999990
"803.02","4",Queens,"080302","4080302",,Queensboro Hill,QN0706,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),"36081080302","4407",14906.26067110000,4732483.53120999970
"849.01","4",Queens,"084901","4084901",,Flushing-Willets Point,QN0707,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),"36081084901","4407",7231.32456461000,2201218.83462999994
"871","4",Queens,"087100","4087100",,Flushing-Willets Point,QN0707,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),"36081087100","4407",11880.19772430000,4757781.57368000038
"889.02","4",Queens,"088902","4088902",,Flushing-Willets Point,QN0707,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),"36081088902","4407",8281.57299186000,3109873.95264999988
"889.03","4",Queens,"088903","4088903",,Murray Hill-Broadway Flushing,QN0704,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),"36081088903","4407",11260.22387700000,3964421.10920999991
"1008.03","4",Queens,"100803","4100803",,Far Rockaway-Bayswater,QN1401,QN14,QN14 The Rockaways (CD 14 Approximation),"36081100803","4414",10037.90912800000,3741127.13609999977
"1010.03","4",Queens,"101003","4101003",,Far Rockaway-Bayswater,QN1401,QN14,QN14 The Rockaways (CD 14 Approximation),"36081101003","4414",7399.25418856000,2517591.73708999995
"1010.04","4",Queens,"101004","4101004",,Far Rockaway-Bayswater,QN1401,QN14,QN14 The Rockaways (CD 14 Approximation),"36081101004","4414",11033.86554400000,6199308.08592000045
"1033","4",Queens,"103300","4103300",,Whitestone-Beechhurst,QN0702,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),"36081103300","4407",11601.87191210000,6525351.57753000036
"1039","4",Queens,"103900","4103900",,Whitestone-Beechhurst,QN0702,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),"36081103900","4407",12776.44069650000,9352835.81444000080
"1059","4",Queens,"105900","4105900",,Murray Hill-Broadway Flushing,QN0704,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),"36081105900","4407",12256.93022050000,7005038.86431000102
"1093","4",Queens,"109300","4109300",,Bayside,QN1102,QN11,QN11 Auburndale-Bayside-Douglaston (CD 11 Approximation),"36081109300","4411",19020.42876690000,11521331.99010000005
"1097","4",Queens,"109700","4109700",,Bayside,QN1102,QN11,QN11 Auburndale-Bayside-Douglaston (CD 11 Approximation),"36081109700","4411",11348.18595640000,4792217.51449999958
"1155","4",Queens,"115500","4115500",,Murray Hill-Broadway Flushing,QN0704,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),"36081115500","4407",7465.35765638000,2013039.54765999992
"1157","4",Queens,"115700","4115700",,Murray Hill-Broadway Flushing,QN0704,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),"36081115700","4407",7983.88419613000,3386397.36788999988
"1159","4",Queens,"115900","4115900",,Murray Hill-Broadway Flushing,QN0704,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),"36081115900","4407",7333.57032930000,3326142.61742000002
"1161","4",Queens,"116100","4116100",,Flushing-Willets Point,QN0707,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),"36081116100","4407",6229.47062446000,1891158.36838999996
"1171","4",Queens,"117100","4117100",,Murray Hill-Broadway Flushing,QN0704,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),"36081117100","4407",9896.06007683000,4280909.67777999956
"1185","4",Queens,"118500","4118500",,East Flushing,QN0705,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),"36081118500","4407",7880.47769096000,1665902.06673999992
"1187","4",Queens,"118700","4118700",,East Flushing,QN0705,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),"36081118700","4407",6293.04559797000,2015272.43684000010
"1227.04","4",Queens,"122704","4122704",,Pomonok-Electchester-Hillcrest,QN0802,QN08,QN08 Fresh Meadows-Hillcrest-Briarwood (CD 8 Approximation),"36081122704","4408",7117.71666077000,2820261.53518000012
"1241","4",Queens,"124100","4124100",,Pomonok-Electchester-Hillcrest,QN0802,QN08,QN08 Fresh Meadows-Hillcrest-Briarwood (CD 8 Approximation),"36081124100","4408",11577.07911560000,5369893.92545999959
"1265","4",Queens,"126500","4126500",,Pomonok-Electchester-Hillcrest,QN0802,QN08,QN08 Fresh Meadows-Hillcrest-Briarwood (CD 8 Approximation),"36081126500","4408",7033.19073632000,2156793.58585999999
"1467","4",Queens,"146700","4146700",,Bayside,QN1102,QN11,QN11 Auburndale-Bayside-Douglaston (CD 11 Approximation),"36081146700","4411",9528.85192487000,3807224.71040000021
"127.01","2",Bronx,"012701","2012701",,Longwood,BX0202,BX02,BX02 Longwood-Hunts Point (CD 2 Approximation),"36005012701","4221",5036.14134430000,1172792.87134000007
"159","2",Bronx,"015900","2015900",,Longwood,BX0202,BX02,BX02 Longwood-Hunts Point (CD 2 Approximation),"36005015900","4221",4432.93409973000,1112938.85899000010
"4","2",Bronx,"000400","2000400",,Soundview-Clason Point,BX0902,BX09,BX09 Soundview-Parkchester (CD 9 Approximation),"36005000400","4209",24785.52572490000,8557952.85497999936
"10.01","1",Manhattan,"001001","1001001",,Lower East Side,MN0302,MN03,MN03 Lower East Side-Chinatown (CD 3 Equivalent),"36061001001","4103",3925.89431721000,880264.04421800002
"15.02","1",Manhattan,"001502","1001502",,Financial District-Battery Park City,MN0101,MN01,MN01 Financial District-Tribeca (CD 1 Equivalent),"36061001502","4121",10826.35468160000,2245047.48848999990
"44","1",Manhattan,"004400","1004400",,Stuyvesant Town-Peter Cooper Village,MN0601,MN06,MN06 East Midtown-Murray Hill (CD 6 Approximation),"36061004400","4165",9684.76238548000,4277834.69892999995
"5","1",Manhattan,"000500","1000500",,The Battery-Governors Island-Ellis Island-Liberty Island,MN0191,MN01,MN01 Financial District-Tribeca (CD 1 Equivalent),"36061000500","4121",31812.59784510000,9069851.60615999997
"1113","4",Queens,"111300","4111300",,Bayside,QN1102,QN11,QN11 Auburndale-Bayside-Douglaston (CD 11 Approximation),"36081111300","4411",13664.84780070000,7852794.03196999896
"809","4",Queens,"080900","4080900",,Kew Gardens Hills,QN0801,QN08,QN08 Fresh Meadows-Hillcrest-Briarwood (CD 8 Approximation),"36081080900","4408",16481.74872610000,10761019.25950000063
"1227.02","4",Queens,"122702","4122702",,Pomonok-Electchester-Hillcrest,QN0802,QN08,QN08 Fresh Meadows-Hillcrest-Briarwood (CD 8 Approximation),"36081122702","4408",11921.14799330000,4832974.04167000018
"59","4",Queens,"005900","4005900",,Astoria (Central),QN0103,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),"36081005900","4401",6129.01101867000,2047586.87180999992
"581","4",Queens,"058100","4058100",,Ridgewood,QN0502,QN05,QN05 Ridgewood-Maspeth-Middle Village (CD 5 Approximation),"36081058100","4405",5661.30458616000,1549676.31780999992
"583","4",Queens,"058300","4058300",,Ridgewood,QN0502,QN05,QN05 Ridgewood-Maspeth-Middle Village (CD 5 Approximation),"36081058300","4405",5069.07489507000,1528024.01276000007
"235.01","1",Manhattan,"023501","1023501",,Hamilton Heights-Sugar Hill,MN0903,MN09,MN09 Morningside Heights-Hamilton Heights (CD 9 Equivalent),"36061023501","4109",5515.18189048000,1928941.32178000011
"223.02","1",Manhattan,"022302","1022302",,Manhattanville-West Harlem,MN0902,MN09,MN09 Morningside Heights-Hamilton Heights (CD 9 Equivalent),"36061022302","4109",3955.74737476000,643336.64587500005
"279","1",Manhattan,"027900","1027900",,Washington Heights (North),MN1202,MN12,MN12 Washington Heights-Inwood (CD 12 Equivalent),"36061027900","4112",7385.13416695000,1941629.41547999997
"283","1",Manhattan,"028300","1028300",,Washington Heights (North),MN1202,MN12,MN12 Washington Heights-Inwood (CD 12 Equivalent),"36061028300","4112",6277.25819707000,1627961.96172000002
"285","1",Manhattan,"028500","1028500",,Washington Heights (North),MN1202,MN12,MN12 Washington Heights-Inwood (CD 12 Equivalent),"36061028500","4112",5110.47667600000,1312484.58048000000
"371","4",Queens,"037100","4037100",,East Elmhurst,QN0302,QN03,QN03 Jackson Heights-East Elmhurst (CD 3 Approximation),"36081037100","4403",6901.34545289000,2020823.01176999998
"12","1",Manhattan,"001200","1001200",,Lower East Side,MN0302,MN03,MN03 Lower East Side-Chinatown (CD 3 Equivalent),"36061001200","4103",5462.92435588000,1298211.21724999999
"1129","4",Queens,"112900","4112900",,Bayside,QN1102,QN11,QN11 Auburndale-Bayside-Douglaston (CD 11 Approximation),"36081112900","4411",9068.03713538000,3819983.30011999980
"263","4",Queens,"026300","4026300",,Woodside,QN0203,QN02,QN02 Long Island City-Sunnyside-Woodside (CD 2 Approximation),"36081026300","4402",6217.15726356000,2242333.58968000021
"136","4",Queens,"013600","4013600",,Kew Gardens,QN0901,QN09,QN09 Kew Gardens-Richmond Hill-Woodhaven (CD 9 Approximation),"36081013600","4409",5973.83263843000,1632351.15531999990
"485","4",Queens,"048500","4048500",,Elmhurst,QN0401,QN04,QN04 Elmhurst-Corona (CD 4 Approximation),"36081048500","4404",10984.90710060000,3415647.86502999999
"125","4",Queens,"012500","4012500",,Astoria (North)-Ditmars-Steinway,QN0101,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),"36081012500","4401",7021.11131643000,1752242.24624000001
"130","4",Queens,"013000","4013000",,Richmond Hill,QN0902,QN09,QN09 Kew Gardens-Richmond Hill-Woodhaven (CD 9 Approximation),"36081013000","4409",7748.10211512000,2016151.06645000004
"731","4",Queens,"073100","4073100",,Forest Hills,QN0602,QN06,QN06 Forest Hills-Rego Park (CD 6 Approximation),"36081073100","4406",6711.74143562000,2029218.07874000003
"749","4",Queens,"074900","4074900",,Forest Hills,QN0602,QN06,QN06 Forest Hills-Rego Park (CD 6 Approximation),"36081074900","4406",7975.56895998000,3859945.22558999993
"265.02","4",Queens,"026502","4026502",,Woodside,QN0203,QN02,QN02 Long Island City-Sunnyside-Woodside (CD 2 Approximation),"36081026502","4402",4334.86778143000,752238.18654300005
"265.01","4",Queens,"026501","4026501",,Elmhurst,QN0401,QN04,QN04 Elmhurst-Corona (CD 4 Approximation),"36081026501","4404",5367.00841448000,1155418.73160999990
"601","4",Queens,"060100","4060100",,Maspeth,QN0501,QN05,QN05 Ridgewood-Maspeth-Middle Village (CD 5 Approximation),"36081060100","4405",6318.39148035000,1661594.07039000001
"635","4",Queens,"063500","4063500",,Glendale,QN0503,QN05,QN05 Ridgewood-Maspeth-Middle Village (CD 5 Approximation),"36081063500","4405",6161.50587924000,2039753.62418000004
"621","4",Queens,"062100","4062100",,Middle Village,QN0504,QN05,QN05 Ridgewood-Maspeth-Middle Village (CD 5 Approximation),"36081062100","4405",7648.26635593000,2794044.09700000007
"637","4",Queens,"063700","4063700",,Glendale,QN0503,QN05,QN05 Ridgewood-Maspeth-Middle Village (CD 5 Approximation),"36081063700","4405",12467.86651940000,7447820.48680999968
"775","4",Queens,"077500","4077500",,Kew Gardens,QN0901,QN09,QN09 Kew Gardens-Richmond Hill-Woodhaven (CD 9 Approximation),"36081077500","4409",7329.76927926000,2469600.83352999995
"397","2",Bronx,"039700","2039700",,Belmont,BX0603,BX06,BX06 Tremont-Belmont-West Farms (CD 6 Approximation),"36005039700","4263",11154.06713940000,5593958.07768999971
"393","2",Bronx,"039300","2039300",,Belmont,BX0603,BX06,BX06 Tremont-Belmont-West Farms (CD 6 Approximation),"36005039300","4263",7754.73749621000,1963927.15204000007
"639","4",Queens,"063900","4063900",,Glendale,QN0503,QN05,QN05 Ridgewood-Maspeth-Middle Village (CD 5 Approximation),"36081063900","4405",8859.15403058000,2604996.75768999988
"463","4",Queens,"046300","4046300",,Elmhurst,QN0401,QN04,QN04 Elmhurst-Corona (CD 4 Approximation),"36081046300","4404",6629.77030283000,1710782.36080999998
"249","4",Queens,"024900","4024900",,Woodside,QN0203,QN02,QN02 Long Island City-Sunnyside-Woodside (CD 2 Approximation),"36081024900","4402",5899.22586119000,2196907.25070999982
"210","1",Manhattan,"021000","1021000",,East Harlem (North),MN1102,MN11,MN11 East Harlem (CD 11 Equivalent),"36061021000","4111",8807.12945248000,2172878.63157999981
"212","1",Manhattan,"021200","1021200",,Harlem (North),MN1002,MN10,MN10 Harlem (CD 10 Equivalent),"36061021200","4110",5760.40665291000,1900275.54649000010
"155.02","1",Manhattan,"015502","1015502",,Upper West Side-Lincoln Square,MN0701,MN07,MN07 Upper West Side (CD 7 Approximation),"36061015502","4107",5854.32352870000,1107525.48677000008
"123.01","4",Queens,"012301","4012301",,Astoria (North)-Ditmars-Steinway,QN0101,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),"36081012301","4401",12016.21730130000,6366950.85195999965
"269","2",Bronx,"026900","2026900",,University Heights (North)-Fordham,BX0701,BX07,BX07 Fordham-Bedford Park-Norwood (CD 7 Approximation),"36005026900","4207",12031.42915460000,4241425.30864000041
"357","4",Queens,"035700","4035700",,East Elmhurst,QN0302,QN03,QN03 Jackson Heights-East Elmhurst (CD 3 Approximation),"36081035700","4403",11087.94051610000,6656192.19918000046
"237.02","2",Bronx,"023702","2023702",,Fordham Heights,BX0503,BX05,BX05 Morris Heights-Mount Hope (CD 5 Approximation),"36005023702","4205",3384.18661191000,515656.42009799997
"399.01","2",Bronx,"039901","2039901",,University Heights (North)-Fordham,BX0701,BX07,BX07 Fordham-Bedford Park-Norwood (CD 7 Approximation),"36005039901","4207",5352.33687279000,1637824.88984999992
"401","2",Bronx,"040100","2040100",,University Heights (North)-Fordham,BX0701,BX07,BX07 Fordham-Bedford Park-Norwood (CD 7 Approximation),"36005040100","4207",5663.36437506000,1841946.02300999989
"201.01","1",Manhattan,"020101","1020101",,Morningside Heights,MN0901,MN09,MN09 Morningside Heights-Hamilton Heights (CD 9 Equivalent),"36061020101","4109",3329.67874827000,593177.22825399996
"203","1",Manhattan,"020300","1020300",,Morningside Heights,MN0901,MN09,MN09 Morningside Heights-Hamilton Heights (CD 9 Equivalent),"36061020300","4109",6065.20268058000,1916856.72618000000
"1163.02","4",Queens,"116302","4116302",,Murray Hill-Broadway Flushing,QN0704,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),"36081116302","4407",5202.80959281000,1271235.72594000003
"297","4",Queens,"029700","4029700",,Astoria (East)-Woodside (North),QN0104,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),"36081029700","4401",12842.23212830000,5596624.81140000001
"229","4",Queens,"022900","4022900",,Calvary & Mount Zion Cemeteries,QN0271,QN02,QN02 Long Island City-Sunnyside-Woodside (CD 2 Approximation),"36081022900","4402",22214.07913180000,14291820.12749999948
"309.06","4",Queens,"030906","4030906",,Jackson Heights,QN0301,QN03,QN03 Jackson Heights-East Elmhurst (CD 3 Approximation),"36081030906","4403",6071.61438458000,2332475.72699999996
"137","1",Manhattan,"013700","1013700",,Midtown-Times Square,MN0502,MN05,MN05 Midtown-Flatiron-Union Square (CD 5 Approximation),"36061013700","4165",6254.84408354000,2434387.92433999991
"139","1",Manhattan,"013900","1013900",,Hell's Kitchen,MN0402,MN04,MN04 Chelsea-Hell's Kitchen (CD 4 Approximation),"36061013900","4104",5774.68293529000,1954943.59022999997
"33","2",Bronx,"003300","2003300",,Mott Haven-Port Morris,BX0101,BX01,BX01 Melrose-Mott Haven-Port Morris (CD 1 Approximation),"36005003300","4221",5957.06771663000,1639977.47276000003
"60","1",Manhattan,"006000","1006000",,Stuyvesant Town-Peter Cooper Village,MN0601,MN06,MN06 East Midtown-Murray Hill (CD 6 Approximation),"36061006000","4165",5300.77659215000,1297728.46488999994
"155","4",Queens,"015500","4015500",,Astoria (East)-Woodside (North),QN0104,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),"36081015500","4401",8259.37318307000,1587955.09495999990
"20","1",Manhattan,"002000","1002000",,East Village,MN0303,MN03,MN03 Lower East Side-Chinatown (CD 3 Equivalent),"36061002000","4103",4806.29092329000,1387290.12348000007
"98","2",Bronx,"009800","2009800",,Castle Hill-Unionport,BX0903,BX09,BX09 Soundview-Parkchester (CD 9 Approximation),"36005009800","4209",10239.12914480000,5572372.94957000017
"146.01","1",Manhattan,"014601","1014601",,Upper East Side-Yorkville,MN0803,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),"36061014601","4108",4015.91093812000,799778.07502999995
"146.02","1",Manhattan,"014602","1014602",,Upper East Side-Yorkville,MN0803,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),"36061014602","4108",4528.44231973000,1175299.12100000004
"148.02","1",Manhattan,"014802","1014802",,Upper East Side-Carnegie Hill,MN0802,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),"36061014802","4108",4691.03075347000,1351072.74863999989
"198","1",Manhattan,"019800","1019800",,East Harlem (North),MN1102,MN11,MN11 East Harlem (CD 11 Equivalent),"36061019800","4111",6759.31879918000,2431074.04061000003
"190","1",Manhattan,"019000","1019000",,Harlem (South),MN1001,MN10,MN10 Harlem (CD 10 Equivalent),"36061019000","4110",4231.82690919000,1117371.70855000010
"273","1",Manhattan,"027300","1027300",,Washington Heights (North),MN1202,MN12,MN12 Washington Heights-Inwood (CD 12 Equivalent),"36061027300","4112",8363.97659327000,1902954.47457000008
"275","1",Manhattan,"027500","1027500",,Washington Heights (North),MN1202,MN12,MN12 Washington Heights-Inwood (CD 12 Equivalent),"36061027500","4112",11223.75767420000,2971043.92248999979
