CTLabel,BoroCode,BoroName,CT2020,BoroCT2020,CDEligibil,NTAName,NTA2020,CDTA2020,CDTANAME,GEOID,PUMA,Shape_Leng,Shape_Area
"257","1",Manhattan,"025700","1025700",,Harlem (South),MN1001,MN10,MN10 Harlem (CD 10 Equivalent),"36061025700","4110",6060.11894928000,1550590.10064000008
"197.01","1",Manhattan,"019701","1019701",,Morningside Heights,MN0901,MN09,MN09 Morningside Heights-Hamilton Heights (CD 9 Equivalent),"36061019701","4109",10254.30908800000,2535936.66451000003
"201.02","1",Manhattan,"020102","1020102",,Harlem (South),MN1001,MN10,MN10 Harlem (CD 10 Equivalent),"36061020102","4110",3751.03762338000,901944.22950200003
"56","1",Manhattan,"005600","1005600",,Midtown South-Flatiron-Union Square,MN0501,MN05,MN05 Midtown-Flatiron-Union Square (CD 5 Approximation),"36061005600","4165",5723.84052937000,1878253.48965999996
"74","1",Manhattan,"007400","1007400",,Midtown South-Flatiron-Union Square,MN0501,MN05,MN05 Midtown-Flatiron-Union Square (CD 5 Approximation),"36061007400","4165",5726.15764943000,1879420.44891000004
"214","1",Manhattan,"021400","1021400",,Harlem (North),MN1002,MN10,MN10 Harlem (CD 10 Equivalent),"36061021400","4110",4970.69281277000,1453439.91161000007
"159","1",Manhattan,"015900","1015900",,Upper West Side-Lincoln Square,MN0701,MN07,MN07 Upper West Side (CD 7 Approximation),"36061015900","4107",6435.88469974000,1874866.35165000008
"21","5",Staten Island,"002100","5002100",,Tompkinsville-Stapleton-Clifton-Fox Hills,SI0102,SI01,SI01 North Shore (CD 1 Equivalent),"36085002100","4501",20574.73725590000,9292914.51658999920
"27","5",Staten Island,"002700","5002700",,Tompkinsville-Stapleton-Clifton-Fox Hills,SI0102,SI01,SI01 North Shore (CD 1 Equivalent),"36085002700","4501",6745.56774055000,2702766.38096000021
"29","5",Staten Island,"002900","5002900",,Tompkinsville-Stapleton-Clifton-Fox Hills,SI0102,SI01,SI01 North Shore (CD 1 Equivalent),"36085002900","4501",10895.34578680000,5669716.01238000020
"33","5",Staten Island,"003300","5003300",,West New Brighton-Silver Lake-Grymes Hill,SI0104,SI01,SI01 North Shore (CD 1 Equivalent),"36085003300","4501",18652.96738360000,9208860.05178000033
"59.02","5",Staten Island,"005902","5005902",,West New Brighton-Silver Lake-Grymes Hill,SI0104,SI01,SI01 North Shore (CD 1 Equivalent),"36085005902","4501",9586.39651747000,4820406.41655000020
"122","5",Staten Island,"012200","5012200",,New Dorp-Midland Beach,SI0202,SI02,SI02 Mid-Island (CD 2 Approximation),"36085012200","4502",12097.96369340000,8917444.27607999928
"134","5",Staten Island,"013400","5013400",,New Dorp-Midland Beach,SI0202,SI02,SI02 Mid-Island (CD 2 Approximation),"36085013400","4502",12643.96645190000,9158025.40719000064
"1","3",Brooklyn,"000100","3000100",,Brooklyn Heights,BK0201,BK02,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),"36047000100","4302",6611.44395971000,2224101.04987000022
"3.01","3",Brooklyn,"000301","3000301",,Brooklyn Heights,BK0201,BK02,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),"36047000301","4302",6525.11133824000,2164337.28426000010
"5.02","3",Brooklyn,"000502","3000502",,Brooklyn Heights,BK0201,BK02,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),"36047000502","4302",4902.47968489000,1041529.09063999995
"7","3",Brooklyn,"000700","3000700",,Brooklyn Heights,BK0201,BK02,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),"36047000700","4302",6253.28848129000,1881577.58969999989
"9","3",Brooklyn,"000900","3000900",,Brooklyn Heights,BK0201,BK02,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),"36047000900","4302",5930.08177063000,1769269.50616999995
"11","3",Brooklyn,"001100","3001100",,Downtown Brooklyn-DUMBO-Boerum Hill,BK0202,BK02,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),"36047001100","4302",5758.21282277000,1811205.70989000006
"33","3",Brooklyn,"003300","3003300",,Fort Greene,BK0203,BK02,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),"36047003300","4302",6350.51376158000,1770404.99252000009
"35","3",Brooklyn,"003500","3003500",,Fort Greene,BK0203,BK02,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),"36047003500","4302",5043.32551366000,1433175.22982000001
"37","3",Brooklyn,"003700","3003700",,Downtown Brooklyn-DUMBO-Boerum Hill,BK0202,BK02,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),"36047003700","4302",7273.23138063000,1788976.49693999998
"41","3",Brooklyn,"004100","3004100",,Downtown Brooklyn-DUMBO-Boerum Hill,BK0202,BK02,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),"36047004100","4302",5281.90831008000,1743811.53444999992
"43","3",Brooklyn,"004300","3004300",,Downtown Brooklyn-DUMBO-Boerum Hill,BK0202,BK02,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),"36047004300","4302",5705.37594669000,1774542.76845000009
"45","3",Brooklyn,"004500","3004500",,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,BK0601,BK06,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),"36047004500","4306",5503.68394559000,1835597.21002000012
"46","3",Brooklyn,"004600","3004600",,Bay Ridge,BK1001,BK10,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),"36047004600","4310",10744.51924950000,3099351.47781000007
"50","3",Brooklyn,"005000","3005000",,Bay Ridge,BK1001,BK10,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),"36047005000","4310",7824.75140603000,2388874.41351999994
"53.01","3",Brooklyn,"005301","3005301",,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,BK0601,BK06,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),"36047005301","4306",22003.24454550000,6104697.22365999967
"62","3",Brooklyn,"006200","3006200",,Bay Ridge,BK1001,BK10,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),"36047006200","4310",5368.68163423000,1746843.29951000004
"69.01","3",Brooklyn,"006901","3006901",,Downtown Brooklyn-DUMBO-Boerum Hill,BK0202,BK02,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),"36047006901","4302",4103.73153681000,801476.27677000000
"70","3",Brooklyn,"007000","3007000",,Bay Ridge,BK1001,BK10,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),"36047007000","4310",7238.16213567000,1588000.48108999990
"71","3",Brooklyn,"007100","3007100",,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,BK0601,BK06,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),"36047007100","4306",5814.35321977000,1840524.26206000010
"82","3",Brooklyn,"008200","3008200",,Sunset Park (West),BK0702,BK07,BK07 Sunset Park-Windsor Terrace (CD 7 Approximation),"36047008200","4307",4989.68700331000,1517026.15149000008
"84","3",Brooklyn,"008400","3008400",,Sunset Park (West),BK0702,BK07,BK07 Sunset Park-Windsor Terrace (CD 7 Approximation),"36047008400","4307",6552.05577988000,2650333.41121000005
"86","3",Brooklyn,"008600","3008600",,Sunset Park (Central),BK0703,BK07,BK07 Sunset Park-Windsor Terrace (CD 7 Approximation),"36047008600","4307",4685.24525359000,1221917.02417999995
"94.01","3",Brooklyn,"009401","3009401",,Sunset Park (Central),BK0703,BK07,BK07 Sunset Park-Windsor Terrace (CD 7 Approximation),"36047009401","4307",3642.78502807000,812257.42812099995
"96","3",Brooklyn,"009600","3009600",,Sunset Park (Central),BK0703,BK07,BK07 Sunset Park-Windsor Terrace (CD 7 Approximation),"36047009600","4307",5203.07394448000,1622766.58577000001
"108.01","3",Brooklyn,"010801","3010801",,Sunset Park (Central),BK0703,BK07,BK07 Sunset Park-Windsor Terrace (CD 7 Approximation),"36047010801","4307",3643.77041834000,812575.70811400004
"127","3",Brooklyn,"012700","3012700",,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,BK0601,BK06,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),"36047012700","4306",5308.29202652000,1759480.86174999992
"129.01","3",Brooklyn,"012901","3012901",,Park Slope,BK0602,BK06,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),"36047012901","4306",5214.09460095000,1390943.05244000000
"129.02","3",Brooklyn,"012902","3012902",,Park Slope,BK0602,BK06,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),"36047012902","4306",5892.08168882000,1461597.02429999993
"130","3",Brooklyn,"013000","3013000",,Bay Ridge,BK1001,BK10,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),"36047013000","4310",5648.23650664000,1899181.50844000001
"131","3",Brooklyn,"013100","3013100",,Park Slope,BK0602,BK06,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),"36047013100","4306",5288.63306619000,1684555.97653000010
"133","3",Brooklyn,"013300","3013300",,Park Slope,BK0602,BK06,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),"36047013300","4306",5175.70351111000,1596011.12565999990
"134","3",Brooklyn,"013400","3013400",,Bay Ridge,BK1001,BK10,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),"36047013400","4310",8713.65155444000,2887190.06487999996
"135","3",Brooklyn,"013500","3013500",,Park Slope,BK0602,BK06,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),"36047013500","4306",5224.71017596000,1635300.95978999999
"136","3",Brooklyn,"013600","3013600",,Bay Ridge,BK1001,BK10,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),"36047013600","4310",8226.98034589000,2312743.10307999980
"138","3",Brooklyn,"013800","3013800",,Bay Ridge,BK1001,BK10,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),"36047013800","4310",6620.92863422000,1749765.03945000004
"139","3",Brooklyn,"013900","3013900",,Park Slope,BK0602,BK06,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),"36047013900","4306",5219.68084365000,1631336.71545000002
"142","3",Brooklyn,"014200","3014200",,Bay Ridge,BK1001,BK10,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),"36047014200","4310",7716.17241051000,2160045.41533999983
"149.02","3",Brooklyn,"014902","3014902",,Windsor Terrace-South Slope,BK0701,BK07,BK07 Sunset Park-Windsor Terrace (CD 7 Approximation),"36047014902","4307",5478.78097108000,1877519.85370999994
"155","3",Brooklyn,"015500","3015500",,Park Slope,BK0602,BK06,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),"36047015500","4306",5181.35151702000,1610814.62138999999
"157","3",Brooklyn,"015700","3015700",,Park Slope,BK0602,BK06,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),"36047015700","4306",5427.70456606000,1802056.24380000005
"159","3",Brooklyn,"015900","3015900",,Park Slope,BK0602,BK06,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),"36047015900","4306",7060.35352358000,2699300.41947000008
"163","3",Brooklyn,"016300","3016300",,Prospect Heights,BK0801,BK08,BK08 Crown Heights (North) (CD 8 Approximation),"36047016300","4308",6111.66458708000,1980070.64592000004
"167","3",Brooklyn,"016700","3016700",,Park Slope,BK0602,BK06,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),"36047016700","4306",6192.57037464000,1818135.60175999999
"169","3",Brooklyn,"016900","3016900",,Windsor Terrace-South Slope,BK0701,BK07,BK07 Sunset Park-Windsor Terrace (CD 7 Approximation),"36047016900","4307",6152.54966079000,2257354.42507999996
"181","3",Brooklyn,"018100","3018100",,Fort Greene,BK0203,BK02,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),"36047018100","4302",5495.10749517000,1823380.15384000004
"183","3",Brooklyn,"018300","3018300",,Fort Greene,BK0203,BK02,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),"36047018300","4302",4935.74766894000,1477789.70283999993
"191","3",Brooklyn,"019100","3019100",,Clinton Hill,BK0204,BK02,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),"36047019100","4302",7816.21536220000,2721477.61463000020
"195","3",Brooklyn,"019500","3019500",,Clinton Hill,BK0204,BK02,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),"36047019500","4302",4887.71692449000,1475082.67195999995
"203","3",Brooklyn,"020300","3020300",,Prospect Heights,BK0801,BK08,BK08 Crown Heights (North) (CD 8 Approximation),"36047020300","4308",5265.16868928000,1512111.18253000011
"205","3",Brooklyn,"020500","3020500",,Prospect Heights,BK0801,BK08,BK08 Crown Heights (North) (CD 8 Approximation),"36047020500","4308",5441.54339902000,1718969.95323000010
"207","3",Brooklyn,"020700","3020700",,Prospect Heights,BK0801,BK08,BK08 Crown Heights (North) (CD 8 Approximation),"36047020700","4308",6090.09893014000,1480427.21558000008
"231","3",Brooklyn,"023100","3023100",,Clinton Hill,BK0204,BK02,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),"36047023100","4302",5908.87325165000,1716029.92241000012
"244","3",Brooklyn,"024400","3024400",,Mapleton-Midwood (West),BK1204,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047024400","4312",6280.44675918000,1670948.43724000012
"248","3",Brooklyn,"024800","3024800",,Bensonhurst,BK1101,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047024800","4311",6417.48330493000,1895137.28951000003
"265","3",Brooklyn,"026500","3026500",,Bedford-Stuyvesant (West),BK0301,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),"36047026500","4303",5341.61806710000,1718284.07001999998
"267","3",Brooklyn,"026700","3026700",,Bedford-Stuyvesant (West),BK0301,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),"36047026700","4303",5340.24442729000,1717368.23662000010
"281","3",Brooklyn,"028100","3028100",,Bedford-Stuyvesant (East),BK0302,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),"36047028100","4303",5389.33857657000,1743468.24279000005
"283","3",Brooklyn,"028300","3028300",,Bedford-Stuyvesant (East),BK0302,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),"36047028300","4303",4848.73849270000,1311680.66680000001
"298","3",Brooklyn,"029800","3029800",,Gravesend (West),BK1103,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047029800","4311",7431.07837928000,2379873.95979999984
"305","3",Brooklyn,"030500","3030500",,Crown Heights (North),BK0802,BK08,BK08 Crown Heights (North) (CD 8 Approximation),"36047030500","4308",7369.22590303000,3478044.43563999981
"341","3",Brooklyn,"034100","3034100",,Crown Heights (North),BK0802,BK08,BK08 Crown Heights (North) (CD 8 Approximation),"36047034100","4308",5030.77676874000,1504308.06279000011
"377","3",Brooklyn,"037700","3037700",,Bedford-Stuyvesant (East),BK0302,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),"36047037700","4303",5741.18179491000,2047553.74720999994
"383","3",Brooklyn,"038300","3038300",,Bedford-Stuyvesant (East),BK0302,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),"36047038300","4303",5635.04684229000,1878496.91180999996
"385","3",Brooklyn,"038500","3038500",,Bedford-Stuyvesant (East),BK0302,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),"36047038500","4303",5637.03615433000,1877794.42429000000
"431","3",Brooklyn,"043100","3043100",,Bushwick (West),BK0401,BK04,BK04 Bushwick (CD 4 Equivalent),"36047043100","4304",5386.79975828000,1810786.76408999995
"437","3",Brooklyn,"043700","3043700",,Bushwick (East),BK0402,BK04,BK04 Bushwick (CD 4 Equivalent),"36047043700","4304",5385.65937792000,1809983.89256999991
"449.01","3",Brooklyn,"044901","3044901",,East Williamsburg,BK0104,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047044901","4301",9720.73013176000,4142652.58768999996
"449.02","3",Brooklyn,"044902","3044902",,East Williamsburg,BK0104,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047044902","4301",32966.32599250000,18813945.35979999974
"453","3",Brooklyn,"045300","3045300",,East Williamsburg,BK0104,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047045300","4301",8849.88559924000,3440160.21389999986
"481","3",Brooklyn,"048100","3048100",,East Williamsburg,BK0104,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047048100","4301",5314.73936963000,1629522.21077000001
"496","3",Brooklyn,"049600","3049600",,Kensington,BK1203,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047049600","4312",7240.57086505000,2184807.48351000017
"497","3",Brooklyn,"049700","3049700",,East Williamsburg,BK0104,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047049700","4301",5956.05707438000,1772556.57226000004
"498","3",Brooklyn,"049800","3049800",,Kensington,BK1203,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047049800","4312",7162.91645982000,2199772.10778999981
"509","3",Brooklyn,"050900","3050900",,South Williamsburg,BK0103,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047050900","4301",5020.25419815000,1526103.18711000006
"517","3",Brooklyn,"051700","3051700",,Williamsburg,BK0102,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047051700","4301",6225.17869163000,2020312.39243000001
"518","3",Brooklyn,"051800","3051800",,Flatbush (West)-Ditmas Park-Parkville,BK1402,BK14,BK14 Flatbush-Midwood (CD 14 Approximation),"36047051800","4314",6299.57532619000,2170111.41362999985
"519","3",Brooklyn,"051900","3051900",,Williamsburg,BK0102,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047051900","4301",7491.25447186000,2959027.89460000023
"520","3",Brooklyn,"052000","3052000",,Flatbush (West)-Ditmas Park-Parkville,BK1402,BK14,BK14 Flatbush-Midwood (CD 14 Approximation),"36047052000","4314",6972.93776203000,2056594.59245000011
"523","3",Brooklyn,"052300","3052300",,Williamsburg,BK0102,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047052300","4301",5054.80863126000,1555953.93194000004
"526","3",Brooklyn,"052600","3052600",,Flatbush (West)-Ditmas Park-Parkville,BK1402,BK14,BK14 Flatbush-Midwood (CD 14 Approximation),"36047052600","4314",6736.72475335000,1823527.09745000000
"529","3",Brooklyn,"052900","3052900",,South Williamsburg,BK0103,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047052900","4301",6118.98408180000,1882580.84348000004
"549","3",Brooklyn,"054900","3054900",,Williamsburg,BK0102,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047054900","4301",6845.77715182000,2097786.52356000012
"551","3",Brooklyn,"055100","3055100",,Williamsburg,BK0102,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047055100","4301",7122.67726391000,2510928.21566000022
"552","3",Brooklyn,"055200","3055200",,Madison,BK1502,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),"36047055200","4315",5520.89472694000,1805017.47974000010
"553","3",Brooklyn,"055300","3055300",,Williamsburg,BK0102,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047055300","4301",5513.59445670000,1681865.70524000004
"557","3",Brooklyn,"055700","3055700",,Williamsburg,BK0102,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047055700","4301",7401.29210143000,3195112.35254999995
"573","3",Brooklyn,"057300","3057300",,Greenpoint,BK0101,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047057300","4301",5625.86881482000,1831149.74967999989
"591","3",Brooklyn,"059100","3059100",,Greenpoint,BK0101,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047059100","4301",5941.52977609000,2062727.21542000002
"593","3",Brooklyn,"059300","3059300",,Greenpoint,BK0101,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047059300","4301",6065.79962397000,2033982.76645000000
"700","3",Brooklyn,"070000","3070000",,Marine Park-Mill Basin-Bergen Beach,BK1802,BK18,BK18 Canarsie-Flatlands (CD 18 Approximation),"36047070000","4318",6151.50594281000,2177086.05640000012
"768","3",Brooklyn,"076800","3076800",,Midwood,BK1403,BK14,BK14 Flatbush-Midwood (CD 14 Approximation),"36047076800","4314",9001.20953688000,3265655.40267000021
"898","3",Brooklyn,"089800","3089800",,Brownsville,BK1602,BK16,BK16 Ocean Hill-Brownsville (CD 16 Approximation),"36047089800","4316",5546.68353132000,1661400.05905000004
"910","3",Brooklyn,"091000","3091000",,Brownsville,BK1602,BK16,BK16 Ocean Hill-Brownsville (CD 16 Approximation),"36047091000","4316",6092.21066540000,2281443.73016999988
"918","3",Brooklyn,"091800","3091800",,Brownsville,BK1602,BK16,BK16 Ocean Hill-Brownsville (CD 16 Approximation),"36047091800","4316",6504.83675002000,2256021.20141999982
"1152","3",Brooklyn,"115200","3115200",,East New York (North),BK0502,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),"36047115200","4305",5358.55974561000,1788251.78144000005
"77","3",Brooklyn,"007700","3007700",,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,BK0601,BK06,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),"36047007700","4306",10067.54981590000,4166505.20618000021
"59.01","5",Staten Island,"005901","5005901",,West New Brighton-Silver Lake-Grymes Hill,SI0104,SI01,SI01 North Shore (CD 1 Equivalent),"36085005901","4501",16730.52727750000,10114541.23689999990
"63","3",Brooklyn,"006300","3006300",,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,BK0601,BK06,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),"36047006300","4306",5680.88036982000,1081285.37532000011
"59","3",Brooklyn,"005900","3005900",,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,BK0601,BK06,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),"36047005900","4306",10147.30477380000,3843225.68257999979
"51","2",Bronx,"005100","2005100",,Mott Haven-Port Morris,BX0101,BX01,BX01 Melrose-Mott Haven-Port Morris (CD 1 Approximation),"36005005100","4221",13433.82267120000,5514199.04062000010
"63.01","2",Bronx,"006301","2006301",,Concourse-Concourse Village,BX0401,BX04,BX04 Highbridge-Concourse (CD 4 Approximation),"36005006301","4204",15300.64988340000,8580996.69776000082
"198","5",Staten Island,"019800","5019800",,Annadale-Huguenot-Prince's Bay-Woodrow,SI0304,SI03,SI03 South Shore (CD 3 Approximation),"36085019800","4503",44056.04410750000,61327688.04379998893
"157","2",Bronx,"015700","2015700",,Crotona Park East,BX0303,BX03,BX03 Morrisania-Crotona Park East (CD 3 Approximation),"36005015700","4263",8523.42071628000,3362794.26403000019
"13","3",Brooklyn,"001300","3001300",,Downtown Brooklyn-DUMBO-Boerum Hill,BK0202,BK02,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),"36047001300","4302",7698.77165126000,3167176.12039999990
"239","1",Manhattan,"023900","1023900",,Washington Heights (South),MN1201,MN12,MN12 Washington Heights-Inwood (CD 12 Equivalent),"36061023900","4112",3637.44823664000,687788.54971299996
"696.02","3",Brooklyn,"069602","3069602",,Marine Park-Mill Basin-Bergen Beach,BK1802,BK18,BK18 Canarsie-Flatlands (CD 18 Approximation),"36047069602","4318",17792.72170530000,7888385.83763999958
"21","1",Manhattan,"002100","1002100",,Tribeca-Civic Center,MN0102,MN01,MN01 Financial District-Tribeca (CD 1 Equivalent),"36061002100","4121",6740.33241512000,2560061.41981999995
"143","3",Brooklyn,"014300","3014300",,Sunset Park (West),BK0702,BK07,BK07 Sunset Park-Windsor Terrace (CD 7 Approximation),"36047014300","4307",6688.23196030000,2335437.13512999984
"2.02","1",Manhattan,"000202","1000202",,Lower East Side,MN0302,MN03,MN03 Lower East Side-Chinatown (CD 3 Equivalent),"36061000202","4103",8568.08960738000,3315114.28500000015
"21","3",Brooklyn,"002100","3002100",,Downtown Brooklyn-DUMBO-Boerum Hill,BK0202,BK02,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),"36047002100","4302",12735.68791370000,5707270.12383999955
"35","2",Bronx,"003500","2003500",,Mott Haven-Port Morris,BX0101,BX01,BX01 Melrose-Mott Haven-Port Morris (CD 1 Approximation),"36005003500","4221",5804.92401836000,1525330.69918000000
"1032.02","4",Queens,"103202","4103202",,Far Rockaway-Bayswater,QN1401,QN14,QN14 The Rockaways (CD 14 Approximation),"36081103202","4414",11703.04107260000,7674612.92879000027
"43","2",Bronx,"004300","2004300",,Mott Haven-Port Morris,BX0101,BX01,BX01 Melrose-Mott Haven-Port Morris (CD 1 Approximation),"36005004300","4221",6495.64951922000,2441015.71332000010
"171.01","4",Queens,"017101","4017101",,Sunnyside Yards (South),QN0261,QN02,QN02 Long Island City-Sunnyside-Woodside (CD 2 Approximation),"36081017101","4402",22732.90545630000,8783519.11419999972
"57","1",Manhattan,"005700","1005700",,Greenwich Village,MN0202,MN02,MN02 Greenwich Village-SoHo (CD 2 Equivalent),"36061005700","4121",4761.91338205000,1159594.63235999993
"287","1",Manhattan,"028700","1028700",,Washington Heights (North),MN1202,MN12,MN12 Washington Heights-Inwood (CD 12 Equivalent),"36061028700","4112",12359.01687610000,5714367.60654000007
"291","1",Manhattan,"029100","1029100",,Inwood,MN1203,MN12,MN12 Washington Heights-Inwood (CD 12 Equivalent),"36061029100","4112",5717.67943057000,2018094.02279000008
"15.01","1",Manhattan,"001501","1001501",,Financial District-Battery Park City,MN0101,MN01,MN01 Financial District-Tribeca (CD 1 Equivalent),"36061001501","4121",9809.17561606000,2955567.68398999982
"29.02","1",Manhattan,"002902","1002902",,Chinatown-Two Bridges,MN0301,MN03,MN03 Lower East Side-Chinatown (CD 3 Equivalent),"36061002902","4103",5079.32928722000,1327605.15436999989
"504.01","3",Brooklyn,"050401","3050401",,Windsor Terrace-South Slope,BK0701,BK07,BK07 Sunset Park-Windsor Terrace (CD 7 Approximation),"36047050401","4307",5416.86296410000,1564161.08434000006
"555","3",Brooklyn,"055500","3055500",,Williamsburg,BK0102,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047055500","4301",7291.62494704000,2830370.46339999977
"219","1",Manhattan,"021900","1021900",,Manhattanville-West Harlem,MN0902,MN09,MN09 Morningside Heights-Hamilton Heights (CD 9 Equivalent),"36061021900","4109",7845.08055156000,3005263.72320999997
"99.03","1",Manhattan,"009903","1009903",,Chelsea-Hudson Yards,MN0401,MN04,MN04 Chelsea-Hell's Kitchen (CD 4 Approximation),"36061009903","4104",10607.85345230000,4533958.76994000003
"192","1",Manhattan,"019200","1019200",,East Harlem (North),MN1102,MN11,MN11 East Harlem (CD 11 Equivalent),"36061019200","4111",7753.93386685000,2038683.51582999993
"245","1",Manhattan,"024500","1024500",,Washington Heights (South),MN1201,MN12,MN12 Washington Heights-Inwood (CD 12 Equivalent),"36061024500","4112",6448.51663688000,2284357.77151999995
"291","4",Queens,"029100","4029100",,Jackson Heights,QN0301,QN03,QN03 Jackson Heights-East Elmhurst (CD 3 Approximation),"36081029100","4403",7509.23050068000,2813950.59446999989
"383.02","4",Queens,"038302","4038302",,Flushing Meadows-Corona Park,QN8191,QN81,QN81 Flushing Meadows-Corona Park (JIA 81 Approximation),"36081038302","4404",61515.86059310000,55202898.89530000091
"79","1",Manhattan,"007900","1007900",,West Village,MN0203,MN02,MN02 Greenwich Village-SoHo (CD 2 Equivalent),"36061007900","4121",8521.46595400000,2861047.62229999993
"69","1",Manhattan,"006900","1006900",,West Village,MN0203,MN02,MN02 Greenwich Village-SoHo (CD 2 Equivalent),"36061006900","4121",7531.25693655000,2362610.04716000007
"75","1",Manhattan,"007500","1007500",,West Village,MN0203,MN02,MN02 Greenwich Village-SoHo (CD 2 Equivalent),"36061007500","4121",7691.26070307000,1778285.53025999991
"141.01","3",Brooklyn,"014101","3014101",,Park Slope,BK0602,BK06,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),"36047014101","4306",4184.63223560000,816606.78087599995
